"Code";"Name";"at post-working age;2023;[%]";
2216042;"Stary Targ (2)";20.0;
2216053;"Sztum (3)";23.9;
2216054;"Sztum - urban area (4)";27.3;
2216055;"Sztum - rural area (5)";19.9;
2261011;"Gdańsk (1)";23.3;
2262011;"Gdynia (1)";26.6;
2263011;"Słupsk (1)";28.5;
2264011;"Sopot (1)";32.7;
2401011;"Będzin (1)";27.1;
2401021;"Czeladź (1)";29.1;
2401031;"Wojkowice (1)";27.8;
2401042;"Bobrowniki (2)";25.6;
2401052;"Mierzęcice (2)";23.5;
2401062;"Psary (2)";25.3;
2401073;"Siewierz (3)";25.6;
2401074;"Siewierz - urban area (4)";26.9;
2401075;"Siewierz - rural area (5)";24.5;
2401081;"Sławków (1)";26.0;
2402011;"Szczyrk (1)";24.7;
2402022;"Bestwina (2)";20.5;
2402032;"Buczkowice (2)";20.8;
2402043;"Czechowice-Dziedzice (3)";23.2;
2402044;"Czechowice-Dziedzice - urban area (4)";24.1;
2402045;"Czechowice-Dziedzice - rural area (5)";20.0;
2402052;"Jasienica (2)";18.9;
2402062;"Jaworze (2)";23.7;
2402072;"Kozy (2)";21.7;
2402082;"Porąbka (2)";22.0;
2402093;"Wilamowice (3)";19.0;
2402094;"Wilamowice - urban area (4)";20.2;
2402095;"Wilamowice - rural area (5)";18.8;
2402102;"Wilkowice (2)";24.4;
2403011;"Cieszyn (1)";27.7;
2403021;"Ustroń (1)";28.6;
2403031;"Wisła (1)";25.4;
2403042;"Brenna (2)";21.9;
2403052;"Chybie (2)";20.7;
2403062;"Dębowiec (2)";19.8;
2403072;"Goleszów (2)";23.8;
2403082;"Hażlach (2)";19.4;
2403092;"Istebna (2)";17.3;
2403103;"Skoczów (3)";22.9;
2403104;"Skoczów - urban area (4)";26.6;
2403105;"Skoczów - rural area (5)";19.0;
2403113;"Strumień (3)";20.5;
2403114;"Strumień - urban area (4)";21.3;
2403115;"Strumień - rural area (5)";20.2;
2403122;"Zebrzydowice (2)";22.8;
2404013;"Blachownia (3)";26.5;
2404014;"Blachownia - urban area (4)";28.5;
2404015;"Blachownia - rural area (5)";21.2;
2404022;"Dąbrowa Zielona (2)";28.2;
2404032;"Janów (2)";24.1;
2404042;"Kamienica Polska (2)";26.8;
2404052;"Kłomnice (2)";24.6;
2404063;"Koniecpol (3)";27.5;
2404064;"Koniecpol - urban area (4)";28.8;
2404065;"Koniecpol - rural area (5)";25.5;
2404072;"Konopiska (2)";23.0;
2404082;"Kruszyna (2)";21.4;
2404092;"Lelów (2)";27.0;
2404102;"Mstów (2)";22.2;
2404112;"Mykanów (2)";21.3;
2404123;"Olsztyn (3)";22.5;
2404124;"Olsztyn - urban area (4)";22.5;
2404125;"Olsztyn - rural area (5)";22.5;
2404132;"Poczesna (2)";24.3;
2404142;"Przyrów (2)";26.3;
2404152;"Rędziny (2)";23.1;
2404162;"Starcza (2)";22.5;
2405011;"Knurów (1)";24.1;
2405021;"Pyskowice (1)";24.3;
2405032;"Gierałtowice (2)";20.3;
2405042;"Pilchowice (2)";19.9;
2405052;"Rudziniec (2)";21.4;
2405063;"Sośnicowice (3)";21.1;
2405064;"Sośnicowice - urban area (4)";21.1;
2405065;"Sośnicowice - rural area (5)";21.0;
2405073;"Toszek (3)";21.9;
2405074;"Toszek - urban area (4)";23.1;
2405075;"Toszek - rural area (5)";21.1;
2405082;"Wielowieś (2)";20.0;
2406013;"Kłobuck (3)";25.1;
2406014;"Kłobuck - urban area (4)";27.4;
2406015;"Kłobuck - rural area (5)";21.3;
2406023;"Krzepice (3)";25.7;
2406024;"Krzepice - urban area (4)";26.3;
2406025;"Krzepice - rural area (5)";25.0;
2406032;"Lipie (2)";24.5;
2406042;"Miedźno (2)";22.3;
2406052;"Opatów (2)";22.0;
2406062;"Panki (2)";23.3;
2406072;"Popów (2)";23.1;
2406082;"Przystajń (2)";23.9;
2406092;"Wręczyca Wielka (2)";22.2;
2407011;"Lubliniec (1)";24.1;
2407022;"Boronów (2)";21.9;
2407032;"Ciasna (2)";21.0;
2407042;"Herby (2)";23.5;
2407052;"Kochanowice (2)";19.0;
2407062;"Koszęcin (2)";21.7;
2407072;"Pawonków (2)";19.2;
2407083;"Woźniki (3)";22.6;
2407084;"Woźniki - urban area (4)";24.5;
2407085;"Woźniki - rural area (5)";21.1;
2408011;"Łaziska Górne (1)";22.8;
2408021;"Mikołów (1)";22.9;
2408031;"Orzesze (1)";19.6;
2408042;"Ornontowice (2)";18.0;
2408052;"Wyry (2)";17.4;
2409011;"Myszków (1)";27.2;
2409023;"Koziegłowy (3)";25.5;
2409024;"Koziegłowy - urban area (4)";27.0;
2409025;"Koziegłowy - rural area (5)";25.2;
2409032;"Niegowa (2)";22.9;
2409042;"Poraj (2)";29.0;
2409053;"Żarki (3)";24.2;
2409054;"Żarki - urban area (4)";24.8;
2409055;"Żarki - rural area (5)";23.5;
2410012;"Goczałkowice-Zdrój (2)";21.5;
2410022;"Kobiór (2)";22.0;
2410032;"Miedźna (2)";17.2;
2410042;"Pawłowice (2)";19.4;
2410053;"Pszczyna (3)";20.8;
2410054;"Pszczyna - urban area (4)";24.5;
2410055;"Pszczyna - rural area (5)";17.6;
2410062;"Suszec (2)";16.7;
2411011;"Racibórz (1)";26.0;
2411022;"Kornowac (2)";19.8;
2411033;"Krzanowice (3)";22.8;
2411034;"Krzanowice - urban area (4)";23.5;
2411035;"Krzanowice - rural area (5)";22.3;
2411042;"Krzyżanowice (2)";22.3;
2411053;"Kuźnia Raciborska (3)";22.5;
2411054;"Kuźnia Raciborska - urban area (4)";23.8;
2411055;"Kuźnia Raciborska - rural area (5)";21.6;
2411062;"Nędza (2)";20.7;
2411072;"Pietrowice Wielkie (2)";22.0;
2411082;"Rudnik (2)";19.9;
2412013;"Czerwionka-Leszczyny (3)";21.9;
2412014;"Czerwionka-Leszczyny - urban area (4)";22.2;
2412015;"Czerwionka-Leszczyny - rural area (5)";21.3;
2412022;"Gaszowice (2)";20.1;
2412032;"Jejkowice (2)";19.0;
2412042;"Lyski (2)";21.1;
2412052;"Świerklany (2)";18.8;
2413011;"Kalety (1)";24.0;
2413021;"Miasteczko Śląskie (1)";23.7;
2413031;"Radzionków (1)";25.2;
2413041;"Tarnowskie Góry (1)";24.8;
2413052;"Krupski Młyn (2)";26.0;
2413062;"Ożarowice (2)";23.0;
2413072;"Świerklaniec (2)";20.8;
2413082;"Tworóg (2)";22.9;
2413092;"Zbrosławice (2)";20.4;
2414011;"Bieruń (1)";21.7;
2414021;"Imielin (1)";20.5;
2414031;"Lędziny (1)";19.8;
2414042;"Bojszowy (2)";17.3;
2414052;"Chełm Śląski (2)";21.7;
2415011;"Pszów (1)";23.7;
2415021;"Radlin (1)";22.6;
2415031;"Rydułtowy (1)";24.3;
2415041;"Wodzisław Śląski (1)";24.9;
2415052;"Godów (2)";21.7;
2415062;"Gorzyce (2)";21.0;
2415072;"Lubomia (2)";21.6;
2415082;"Marklowice (2)";21.6;
2415092;"Mszana (2)";19.7;
2416011;"Poręba (1)";28.3;
2416021;"Zawiercie (1)";28.8;
2416032;"Irządze (2)";26.7;
2416042;"Kroczyce (2)";23.9;
2416053;"Łazy (3)";26.5;
2416054;"Łazy - urban area (4)";27.4;
2416055;"Łazy - rural area (5)";25.8;
2416063;"Ogrodzieniec (3)";27.3;
2416064;"Ogrodzieniec - urban area (4)";27.8;
2416065;"Ogrodzieniec - rural area (5)";26.9;
2416073;"Pilica (3)";26.5;
2416074;"Pilica - urban area (4)";27.4;
2416075;"Pilica - rural area (5)";26.3;
2416083;"Szczekociny (3)";27.8;
2416084;"Szczekociny - urban area (4)";29.8;
2416085;"Szczekociny - rural area (5)";25.8;
2416093;"Włodowice (3)";25.5;
2416094;"Włodowice - urban area (4)";24.4;
2416095;"Włodowice - rural area (5)";25.9;
2416102;"Żarnowiec (2)";24.6;
2417011;"Żywiec (1)";25.2;
2417022;"Czernichów (2)";25.1;
2417032;"Gilowice (2)";20.1;
2417042;"Jeleśnia (2)";21.5;
2417052;"Koszarawa (2)";23.1;
2417062;"Lipowa (2)";19.6;
2417072;"Łękawica (2)";19.1;
2417082;"Łodygowice (2)";19.9;
2417092;"Milówka (2)";20.0;
2417102;"Radziechowy-Wieprz (2)";19.6;
2417112;"Rajcza (2)";23.9;
2417122;"Ślemień (2)";23.0;
2417132;"Świnna (2)";21.1;
2417142;"Ujsoły (2)";24.7;
2417152;"Węgierska Górka (2)";21.2;
2461011;"Bielsko-Biała (1)";26.9;
2462011;"Bytom (1)";24.8;
2463011;"Chorzów (1)";23.9;
2464011;"Częstochowa (1)";29.4;
2465011;"Dąbrowa Górnicza (1)";28.6;
2466011;"Gliwice (1)";26.4;
2467011;"Jastrzębie-Zdrój (1)";24.8;
2468011;"Jaworzno (1)";25.1;
2469011;"Katowice (1)";26.9;
2470011;"Mysłowice (1)";23.0;
2471011;"Piekary Śląskie (1)";26.0;
2472011;"Ruda Śląska (1)";23.8;
2473011;"Rybnik (1)";23.9;
2474011;"Siemianowice Śląskie (1)";26.2;
2475011;"Sosnowiec (1)";29.7;
2476011;"Świętochłowice (1)";24.8;
2477011;"Tychy (1)";26.4;
2478011;"Zabrze (1)";24.9;
2479011;"Żory (1)";23.7;
2601013;"Busko-Zdrój (3)";27.7;
2601014;"Busko-Zdrój - urban area (4)";33.0;
2601015;"Busko-Zdrój - rural area (5)";23.1;
2601022;"Gnojno (2)";25.0;
2601033;"Nowy Korczyn (3)";28.1;
2601034;"Nowy Korczyn - urban area (4)";27.6;
2601035;"Nowy Korczyn - rural area (5)";28.2;
2601043;"Pacanów (3)";26.4;
2601044;"Pacanów - urban area (4)";25.6;
2601045;"Pacanów - rural area (5)";26.6;
2601052;"Solec-Zdrój (2)";25.4;
2601063;"Stopnica (3)";25.9;
2601064;"Stopnica - urban area (4)";29.2;
2601065;"Stopnica - rural area (5)";25.3;
2601072;"Tuczępy (2)";24.1;
2601083;"Wiślica (3)";26.4;
2601084;"Wiślica - urban area (4)";30.9;
2601085;"Wiślica - rural area (5)";26.0;
2602012;"Imielno (2)";26.1;
2602023;"Jędrzejów (3)";26.2;
2602024;"Jędrzejów - urban area (4)";30.1;
2602025;"Jędrzejów - rural area (5)";21.9;
2602033;"Małogoszcz (3)";22.5;
2602034;"Małogoszcz - urban area (4)";27.0;
2602035;"Małogoszcz - rural area (5)";20.6;
2602042;"Nagłowice (2)";25.5;
2602052;"Oksa (2)";25.8;
2602063;"Sędziszów (3)";26.5;
2602064;"Sędziszów - urban area (4)";26.5;
2602065;"Sędziszów - rural area (5)";26.6;
2602072;"Słupia (2)";25.4;
2602082;"Sobków (2)";22.1;
2602093;"Wodzisław (3)";29.6;
2602094;"Wodzisław - urban area (4)";33.7;
2602095;"Wodzisław - rural area (5)";28.9;
2603012;"Bejsce (2)";26.3;
2603022;"Czarnocin (2)";27.1;
2603033;"Kazimierza Wielka (3)";26.4;
2603034;"Kazimierza Wielka - urban area (4)";29.2;
2603035;"Kazimierza Wielka - rural area (5)";25.0;
2603043;"Opatowiec (3)";31.9;
2603044;"Opatowiec - urban area (4)";39.9;
2603045;"Opatowiec - rural area (5)";31.0;
2603053;"Skalbmierz (3)";24.6;
2603054;"Skalbmierz - urban area (4)";26.2;
2603055;"Skalbmierz - rural area (5)";24.2;
2604012;"Bieliny (2)";18.9;
2604023;"Bodzentyn (3)";22.0;
2604024;"Bodzentyn - urban area (4)";25.5;
2604025;"Bodzentyn - rural area (5)";21.1;
2604033;"Chęciny (3)";22.8;
2604034;"Chęciny - urban area (4)";24.8;
2604035;"Chęciny - rural area (5)";22.0;
2604043;"Chmielnik (3)";23.3;
2604044;"Chmielnik - urban area (4)";26.7;
2604045;"Chmielnik - rural area (5)";21.7;
2604053;"Daleszyce (3)";19.9;
2604054;"Daleszyce - urban area (4)";23.4;
2604055;"Daleszyce - rural area (5)";19.2;
2604062;"Górno (2)";16.7;
2604073;"Łagów (3)";20.5;
2604074;"Łagów - urban area (4)";23.3;
2604075;"Łagów - rural area (5)";19.6;
2604083;"Łopuszno (3)";20.4;
2604084;"Łopuszno - urban area (4)";20.8;
2604085;"Łopuszno - rural area (5)";20.4;
2604092;"Masłów (2)";18.4;
2604102;"Miedziana Góra (2)";19.3;
2604112;"Mniów (2)";19.7;
2604123;"Morawica (3)";17.5;
2604124;"Morawica - urban area (4)";20.5;
2604125;"Morawica - rural area (5)";17.1;
2604133;"Nowa Słupia (3)";25.3;
2604134;"Nowa Słupia - urban area (4)";25.5;
2604135;"Nowa Słupia - rural area (5)";25.2;
2604143;"Piekoszów (3)";18.7;
2604144;"Piekoszów - urban area (4)";19.0;
2604145;"Piekoszów - rural area (5)";18.7;
2604153;"Pierzchnica (3)";23.4;
2604154;"Pierzchnica - urban area (4)";26.2;
2604155;"Pierzchnica - rural area (5)";22.3;
2604162;"Raków (2)";24.6;
2604172;"Nowiny (2)";20.7;
2604182;"Strawczyn (2)";17.2;
2604192;"Zagnańsk (2)";24.9;
2605012;"Fałków (2)";28.9;
2605022;"Gowarczów (2)";23.7;
2605033;"Końskie (3)";28.1;
2605034;"Końskie - urban area (4)";32.6;
2605035;"Końskie - rural area (5)";22.9;
2605043;"Radoszyce (3)";23.2;
2605044;"Radoszyce - urban area (4)";23.9;
2605045;"Radoszyce - rural area (5)";22.9;
2605052;"Ruda Maleniecka (2)";28.6;
2605062;"Słupia Konecka (2)";25.0;
2605072;"Smyków (2)";21.2;
2605083;"Stąporków (3)";30.9;
2605084;"Stąporków - urban area (4)";31.4;
2605085;"Stąporków - rural area (5)";30.7;
2606012;"Baćkowice (2)";23.4;
2606023;"Iwaniska (3)";22.7;
2606024;"Iwaniska - urban area (4)";22.7;
2606025;"Iwaniska - rural area (5)";22.7;
2606032;"Lipnik (2)";25.4;
2606043;"Opatów (3)";28.7;
2606044;"Opatów - urban area (4)";29.5;
2606045;"Opatów - rural area (5)";27.6;
2606053;"Ożarów (3)";26.5;
2606054;"Ożarów - urban area (4)";27.9;
2606055;"Ożarów - rural area (5)";25.5;
2606062;"Sadowie (2)";26.5;
2606072;"Tarłów (2)";28.1;
2606082;"Wojciechowice (2)";25.4;
2607011;"Ostrowiec Świętokrzyski (1)";31.8;
2607022;"Bałtów (2)";27.0;
2607032;"Bodzechów (2)";26.2;
2607043;"Ćmielów (3)";27.5;
2607044;"Ćmielów - urban area (4)";27.6;
2607045;"Ćmielów - rural area (5)";27.5;
2607053;"Kunów (3)";25.3;
2607054;"Kunów - urban area (4)";29.5;
2607055;"Kunów - rural area (5)";23.6;
2607062;"Waśniów (2)";25.2;
2608013;"Działoszyce (3)";30.0;
2608014;"Działoszyce - urban area (4)";30.6;
2608015;"Działoszyce - rural area (5)";29.8;
2608022;"Kije (2)";25.3;
2608032;"Michałów (2)";24.9;
2608043;"Pińczów (3)";27.6;
2608044;"Pińczów - urban area (4)";31.4;
2608045;"Pińczów - rural area (5)";23.7;
2608052;"Złota (2)";27.6;
2609011;"Sandomierz (1)";29.1;
2609022;"Dwikozy (2)";26.0;
2609033;"Klimontów (3)";23.3;
2609034;"Klimontów - urban area (4)";24.2;
2609035;"Klimontów - rural area (5)";23.0;
2609043;"Koprzywnica (3)";25.8;
2609044;"Koprzywnica - urban area (4)";25.6;
2609045;"Koprzywnica - rural area (5)";25.9;
2609052;"Łoniów (2)";24.6;
2609062;"Obrazów (2)";25.6;
2609072;"Samborzec (2)";26.2;
2609082;"Wilczyce (2)";25.1;
2609093;"Zawichost (3)";26.4;
2609094;"Zawichost - urban area (4)";26.9;
2609095;"Zawichost - rural area (5)";26.0;
2610011;"Skarżysko-Kamienna (1)";32.5;
2610022;"Bliżyn (2)";26.3;
2610032;"Łączna (2)";21.2;
2610042;"Skarżysko Kościelne (2)";26.1;
2610053;"Suchedniów (3)";29.3;
2610054;"Suchedniów - urban area (4)";29.5;
2610055;"Suchedniów - rural area (5)";28.4;
2611011;"Starachowice (1)";31.7;
2611022;"Brody (2)";23.1;
2611032;"Mirzec (2)";23.3;
2611042;"Pawłów (2)";20.1;
2611053;"Wąchock (3)";28.5;
2611054;"Wąchock - urban area (4)";29.9;
2611055;"Wąchock - rural area (5)";27.5;
2612012;"Bogoria (2)";22.7;
2612022;"Łubnice (2)";25.7;
2612033;"Oleśnica (3)";23.0;
2612034;"Oleśnica - urban area (4)";23.6;
2612035;"Oleśnica - rural area (5)";22.5;
2612043;"Osiek (3)";23.1;
2612044;"Osiek - urban area (4)";23.7;
2612045;"Osiek - rural area (5)";22.9;
2612053;"Połaniec (3)";25.3;
2612054;"Połaniec - urban area (4)";27.0;
2612055;"Połaniec - rural area (5)";21.6;
2612062;"Rytwiany (2)";23.3;
2612073;"Staszów (3)";26.6;
2612074;"Staszów - urban area (4)";29.3;
2612075;"Staszów - rural area (5)";23.2;
2612083;"Szydłów (3)";26.1;
2612084;"Szydłów - urban area (4)";29.4;
2612085;"Szydłów - rural area (5)";25.1;
2613012;"Kluczewsko (2)";22.2;
2613022;"Krasocin (2)";22.0;
2613032;"Moskorzew (2)";28.7;
2613042;"Radków (2)";31.2;
2613052;"Secemin (2)";27.4;
2613063;"Włoszczowa (3)";25.4;
2613064;"Włoszczowa - urban area (4)";27.5;
2613065;"Włoszczowa - rural area (5)";23.2;
2661011;"Kielce (1)";28.1;
2801011;"Bartoszyce (1)";27.8;
2801021;"Górowo Iławeckie (1)";28.0;
2801032;"Bartoszyce (2)";20.0;
2801043;"Bisztynek (3)";24.1;
2801044;"Bisztynek - urban area (4)";25.6;
2801045;"Bisztynek - rural area (5)";23.1;
2801052;"Górowo Iławeckie (2)";21.8;
2801063;"Sępopol (3)";24.6;
2801064;"Sępopol - urban area (4)";27.0;
2801065;"Sępopol - rural area (5)";23.5;
2802011;"Braniewo (1)";23.7;
2802022;"Braniewo (2)";20.5;
2802033;"Frombork (3)";26.3;
2802034;"Frombork - urban area (4)";29.9;
2802035;"Frombork - rural area (5)";19.3;
2802042;"Lelkowo (2)";23.5;
2802053;"Pieniężno (3)";26.3;
2802054;"Pieniężno - urban area (4)";31.5;
2802055;"Pieniężno - rural area (5)";22.3;
2802062;"Płoskinia (2)";18.8;
2802072;"Wilczęta (2)";22.5;
2803011;"Działdowo (1)";25.0;
2803022;"Działdowo (2)";17.8;
2803032;"Iłowo-Osada (2)";21.0;
2803043;"Lidzbark (3)";22.9;
2803044;"Lidzbark - urban area (4)";26.2;
2803045;"Lidzbark - rural area (5)";18.9;
2803052;"Płośnica (2)";23.0;
2803062;"Rybno (2)";20.2;
2804012;"Elbląg (2)";19.5;
2804022;"Godkowo (2)";23.9;
2804032;"Gronowo Elbląskie (2)";20.8;
2804042;"Markusy (2)";17.4;
2804052;"Milejewo (2)";19.1;
2804063;"Młynary (3)";21.4;
2804064;"Młynary - urban area (4)";23.1;
2804065;"Młynary - rural area (5)";20.2;
2804073;"Pasłęk (3)";23.6;
2804074;"Pasłęk - urban area (4)";26.0;
2804075;"Pasłęk - rural area (5)";19.2;
2804082;"Rychliki (2)";23.2;
2804093;"Tolkmicko (3)";23.8;
2804094;"Tolkmicko - urban area (4)";27.0;
2804095;"Tolkmicko - rural area (5)";21.7;
2805011;"Ełk (1)";22.0;
2805022;"Ełk (2)";17.3;
2805032;"Kalinowo (2)";20.9;
2805042;"Prostki (2)";19.4;
2805052;"Stare Juchy (2)";22.9;
2806011;"Giżycko (1)";26.6;
2806042;"Giżycko (2)";19.9;
2806052;"Kruklanki (2)";21.2;
2806062;"Miłki (2)";22.4;
2806083;"Ryn (3)";24.0;
2806084;"Ryn - urban area (4)";26.8;
2806085;"Ryn - rural area (5)";21.1;
2806102;"Wydminy (2)";22.4;
2807011;"Iława (1)";26.7;
2807021;"Lubawa (1)";19.3;
2807032;"Iława (2)";16.0;
2807043;"Kisielice (3)";21.2;
2807044;"Kisielice - urban area (4)";23.5;
2807045;"Kisielice - rural area (5)";19.8;
2807052;"Lubawa (2)";18.0;
2807063;"Susz (3)";20.7;
2807064;"Susz - urban area (4)";24.3;
2807065;"Susz - rural area (5)";17.8;
2807073;"Zalewo (3)";22.9;
2807074;"Zalewo - urban area (4)";26.9;
2807075;"Zalewo - rural area (5)";20.9;
2808011;"Kętrzyn (1)";28.7;
2808022;"Barciany (2)";23.4;
2808032;"Kętrzyn (2)";20.3;
2808043;"Korsze (3)";23.1;
2808044;"Korsze - urban area (4)";26.5;
2808045;"Korsze - rural area (5)";20.3;
2808053;"Reszel (3)";27.7;
2808054;"Reszel - urban area (4)";29.5;
2808055;"Reszel - rural area (5)";24.9;
2808062;"Srokowo (2)";24.4;
2809011;"Lidzbark Warmiński (1)";26.9;
2809022;"Kiwity (2)";20.8;
2809032;"Lidzbark Warmiński (2)";20.2;
2809042;"Lubomino (2)";20.9;
2809053;"Orneta (3)";25.4;
2809054;"Orneta - urban area (4)";27.1;
2809055;"Orneta - rural area (5)";20.6;
2810011;"Mrągowo (1)";26.1;
2810023;"Mikołajki (3)";24.6;
2810024;"Mikołajki - urban area (4)";28.5;
2810025;"Mikołajki - rural area (5)";21.3;
2810032;"Mrągowo (2)";19.5;
2810042;"Piecki (2)";21.5;
2810052;"Sorkwity (2)";19.6;
2811012;"Janowiec Kościelny (2)";21.3;
2811022;"Janowo (2)";22.4;
2811032;"Kozłowo (2)";19.7;
2811043;"Nidzica (3)";23.8;
2811044;"Nidzica - urban area (4)";27.1;
2811045;"Nidzica - rural area (5)";17.9;
2812011;"Nowe Miasto Lubawskie (1)";25.2;
2812022;"Biskupiec (2)";21.1;
2812032;"Grodziczno (2)";19.6;
2812042;"Kurzętnik (2)";19.1;
2812052;"Nowe Miasto Lubawskie (2)";17.5;
2813032;"Kowale Oleckie (2)";21.7;
2813043;"Olecko (3)";23.3;
2813044;"Olecko - urban area (4)";25.3;
2813045;"Olecko - rural area (5)";17.4;
2813052;"Świętajno (2)";21.5;
2813062;"Wieliczki (2)";20.5;
2814013;"Barczewo (3)";19.9;
2814014;"Barczewo - urban area (4)";22.9;
2814015;"Barczewo - rural area (5)";17.9;
2814023;"Biskupiec (3)";23.5;
2814024;"Biskupiec - urban area (4)";27.1;
2814025;"Biskupiec - rural area (5)";18.9;
2814033;"Dobre Miasto (3)";23.7;
2814034;"Dobre Miasto - urban area (4)";27.3;
2814035;"Dobre Miasto - rural area (5)";17.9;
2814042;"Dywity (2)";17.4;
2814052;"Gietrzwałd (2)";20.2;
2814063;"Jeziorany (3)";23.1;
2814064;"Jeziorany - urban area (4)";25.2;
2814065;"Jeziorany - rural area (5)";21.5;
2814072;"Jonkowo (2)";18.2;
2814082;"Kolno (2)";23.0;
2814093;"Olsztynek (3)";22.9;
2814094;"Olsztynek - urban area (4)";25.3;
2814095;"Olsztynek - rural area (5)";20.0;
2814102;"Purda (2)";18.7;
2814112;"Stawiguda (2)";12.6;
2814122;"Świątki (2)";19.2;
2815011;"Ostróda (1)";26.7;
2815022;"Dąbrówno (2)";22.2;
2815032;"Grunwald (2)";20.3;
2815042;"Łukta (2)";19.4;
2815052;"Małdyty (2)";22.1;
2815063;"Miłakowo (3)";22.9;
2815064;"Miłakowo - urban area (4)";24.7;
2815065;"Miłakowo - rural area (5)";21.2;
2815073;"Miłomłyn (3)";21.9;
2815074;"Miłomłyn - urban area (4)";21.1;
2815075;"Miłomłyn - rural area (5)";22.8;
2815083;"Morąg (3)";23.6;
2815084;"Morąg - urban area (4)";26.9;
2815085;"Morąg - rural area (5)";19.4;
2815092;"Ostróda (2)";19.0;
2816013;"Biała Piska (3)";20.5;
2816014;"Biała Piska - urban area (4)";22.9;
2816015;"Biała Piska - rural area (5)";19.1;
2816023;"Orzysz (3)";22.6;
2816024;"Orzysz - urban area (4)";23.5;
2816025;"Orzysz - rural area (5)";21.0;
2816033;"Pisz (3)";21.7;
2816034;"Pisz - urban area (4)";23.8;
2816035;"Pisz - rural area (5)";17.3;
2816043;"Ruciane-Nida (3)";27.5;
2816044;"Ruciane-Nida - urban area (4)";30.9;
2816045;"Ruciane-Nida - rural area (5)";23.1;
2817011;"Szczytno (1)";27.8;
2817022;"Dźwierzuty (2)";21.8;
2817032;"Jedwabno (2)";21.6;
2817043;"Pasym (3)";21.7;
2817044;"Pasym - urban area (4)";24.9;
2817045;"Pasym - rural area (5)";18.8;
2817052;"Rozogi (2)";18.0;
2817062;"Szczytno (2)";16.7;
2817072;"Świętajno (2)";23.8;
2817083;"Wielbark (3)";17.6;
2817084;"Wielbark - urban area (4)";18.4;
2817085;"Wielbark - rural area (5)";16.8;
2818012;"Banie Mazurskie (2)";26.2;
2818022;"Dubeninki (2)";24.7;
2818033;"Gołdap (3)";20.9;
2818034;"Gołdap - urban area (4)";22.2;
2818035;"Gołdap - rural area (5)";18.0;
2819012;"Budry (2)";23.4;
2819022;"Pozezdrze (2)";24.3;
2819033;"Węgorzewo (3)";26.5;
2819034;"Węgorzewo - urban area (4)";28.0;
2819035;"Węgorzewo - rural area (5)";23.0;
2861011;"Elbląg (1)";26.5;
2862011;"Olsztyn (1)";24.9;
3001011;"Chodzież (1)";27.8;
3001023;"Budzyń (3)";19.7;
3001024;"Budzyń - urban area (4)";19.6;
3001025;"Budzyń - rural area (5)";19.8;
3001032;"Chodzież (2)";18.6;
3001043;"Margonin (3)";20.3;
3001044;"Margonin - urban area (4)";22.3;
3001045;"Margonin - rural area (5)";18.6;
3001053;"Szamocin (3)";19.8;
3001054;"Szamocin - urban area (4)";21.8;
3001055;"Szamocin - rural area (5)";17.5;
3002011;"Czarnków (1)";27.9;
3002022;"Czarnków (2)";18.8;
3002032;"Drawsko (2)";21.8;
3002043;"Krzyż Wielkopolski (3)";23.2;
3002044;"Krzyż Wielkopolski - urban area (4)";24.0;
3002045;"Krzyż Wielkopolski - rural area (5)";21.0;
3002052;"Lubasz (2)";18.4;
3002062;"Połajewo (2)";18.8;
3002073;"Trzcianka (3)";22.5;
3002074;"Trzcianka - urban area (4)";24.0;
3002075;"Trzcianka - rural area (5)";19.0;
3002083;"Wieleń (3)";23.7;
3002084;"Wieleń - urban area (4)";26.3;
3002085;"Wieleń - rural area (5)";21.3;
3003011;"Gniezno (1)";26.0;
3003023;"Czerniejewo (3)";20.7;
3003024;"Czerniejewo - urban area (4)";21.9;
3003025;"Czerniejewo - rural area (5)";20.1;
3003032;"Gniezno (2)";14.6;
3003042;"Kiszkowo (2)";21.7;
3003053;"Kłecko (3)";20.7;
3003054;"Kłecko - urban area (4)";22.6;
3003055;"Kłecko - rural area (5)";19.7;
3003062;"Łubowo (2)";17.7;
3003072;"Mieleszyn (2)";19.2;
3003082;"Niechanowo (2)";18.6;
3003093;"Trzemeszno (3)";21.9;
3003094;"Trzemeszno - urban area (4)";23.5;
3003095;"Trzemeszno - rural area (5)";20.1;
3003103;"Witkowo (3)";22.0;
3003104;"Witkowo - urban area (4)";24.2;
3003105;"Witkowo - rural area (5)";19.0;
3004013;"Borek Wielkopolski (3)";22.2;
3004014;"Borek Wielkopolski - urban area (4)";23.6;
3004015;"Borek Wielkopolski - rural area (5)";21.4;
3004023;"Gostyń (3)";22.6;
3004024;"Gostyń - urban area (4)";24.4;
3004025;"Gostyń - rural area (5)";17.9;
3004033;"Krobia (3)";20.4;
3004034;"Krobia - urban area (4)";20.2;
3004035;"Krobia - rural area (5)";20.5;
3004042;"Pępowo (2)";21.4;
3004052;"Piaski (2)";19.0;
3004063;"Pogorzela (3)";20.4;
3004064;"Pogorzela - urban area (4)";20.5;
3004065;"Pogorzela - rural area (5)";20.4;
3004073;"Poniec (3)";20.6;
3004074;"Poniec - urban area (4)";22.6;
3004075;"Poniec - rural area (5)";19.3;
3005012;"Granowo (2)";18.3;
3005023;"Grodzisk Wielkopolski (3)";19.6;
3005024;"Grodzisk Wielkopolski - urban area (4)";20.2;
