"Code";"Name";"registrations of departure, total;total;2021;[person]";"registrations of departure, total;total;2022;[person]";"registrations of departure, total;total;2023;[person]";
1809025;"Cieszanów - rural area (5)";71;66;46;
1809032;"Horyniec-Zdrój (2)";61;51;57;
1809042;"Lubaczów (2)";94;130;92;
1809053;"Narol (3)";90;89;89;
1809054;"Narol - urban area (4)";31;27;36;
1809055;"Narol - rural area (5)";59;62;53;
1809063;"Oleszyce (3)";113;96;85;
1809064;"Oleszyce - urban area (4)";45;41;43;
1809065;"Oleszyce - rural area (5)";68;55;42;
1809072;"Stary Dzików (2)";54;47;36;
1809082;"Wielkie Oczy (2)";43;39;36;
1810000;"Powiat łańcucki";809;739;700;
1810011;"Łańcut (1)";248;198;179;
1810022;"Białobrzegi (2)";80;80;60;
1810032;"Czarna (2)";107;96;100;
1810042;"Łańcut (2)";205;170;193;
1810052;"Markowa (2)";47;67;60;
1810062;"Rakszawa (2)";58;68;76;
1810072;"Żołynia (2)";64;60;32;
1811000;"Powiat mielecki";1373;1320;1266;
1811011;"Mielec (1)";682;634;593;
1811022;"Borowa (2)";55;76;52;
1811032;"Czermin (2)";57;58;60;
1811042;"Gawłuszowice (2)";31;19;14;
1811052;"Mielec (2)";148;123;142;
1811062;"Padew Narodowa (2)";56;41;31;
1811073;"Przecław (3)";103;100;92;
1811074;"Przecław - urban area (4)";13;16;18;
1811075;"Przecław - rural area (5)";90;84;74;
1811083;"Radomyśl Wielki (3)";109;130;130;
1811084;"Radomyśl Wielki - urban area (4)";29;29;30;
1811085;"Radomyśl Wielki - rural area (5)";80;101;100;
1811092;"Tuszów Narodowy (2)";58;88;82;
1811102;"Wadowice Górne (2)";74;51;70;
1812000;"Powiat niżański";737;735;724;
1812012;"Harasiuki (2)";67;57;82;
1812022;"Jarocin (2)";37;37;50;
1812032;"Jeżowe (2)";93;77;70;
1812042;"Krzeszów (2)";28;32;34;
1812053;"Nisko (3)";308;347;300;
1812054;"Nisko - urban area (4)";223;263;233;
1812055;"Nisko - rural area (5)";85;84;67;
1812063;"Rudnik nad Sanem (3)";111;96;115;
1812064;"Rudnik nad Sanem - urban area (4)";70;55;70;
1812065;"Rudnik nad Sanem - rural area (5)";41;41;45;
1812073;"Ulanów (3)";93;89;73;
1812074;"Ulanów - urban area (4)";31;9;16;
1812075;"Ulanów - rural area (5)";62;80;57;
1813000;"Powiat przemyski";925;901;815;
1813012;"Bircza (2)";77;68;57;
1813023;"Dubiecko (3)";111;106;90;
1813024;"Dubiecko - urban area (4)";6;16;13;
1813025;"Dubiecko - rural area (5)";105;90;77;
1813032;"Fredropol (2)";71;68;60;
1813042;"Krasiczyn (2)";59;64;65;
1813052;"Krzywcza (2)";55;70;58;
1813062;"Medyka (2)";72;92;47;
1813072;"Orły (2)";91;89;83;
1813082;"Przemyśl (2)";171;142;141;
1813092;"Stubno (2)";66;47;52;
1813102;"Żurawica (2)";152;155;162;
1814000;"Powiat przeworski";915;928;807;
1814011;"Przeworsk (1)";223;210;155;
1814022;"Adamówka (2)";50;45;40;
1814032;"Gać (2)";47;61;52;
1814042;"Jawornik Polski (2)";55;67;38;
1814053;"Kańczuga (3)";141;210;153;
1814054;"Kańczuga - urban area (4)";53;79;50;
1814055;"Kańczuga - rural area (5)";88;131;103;
1814062;"Przeworsk (2)";149;124;143;
1814073;"Sieniawa (3)";80;69;68;
1814074;"Sieniawa - urban area (4)";30;29;21;
1814075;"Sieniawa - rural area (5)";50;40;47;
1814082;"Tryńcza (2)";78;100;84;
1814092;"Zarzecze (2)";92;42;74;
1815000;"Powiat ropczycko-sędziszowski";732;736;740;
1815012;"Iwierzyce (2)";64;78;50;
1815022;"Ostrów (2)";75;35;53;
1815033;"Ropczyce (3)";268;278;304;
1815034;"Ropczyce - urban area (4)";146;168;187;
1815035;"Ropczyce - rural area (5)";122;110;117;
1815043;"Sędziszów Małopolski (3)";250;267;220;
1815044;"Sędziszów Małopolski - urban area (4)";136;121;106;
1815045;"Sędziszów Małopolski - rural area (5)";114;146;114;
1815052;"Wielopole Skrzyńskie (2)";75;78;113;
1816000;"Powiat rzeszowski";1699;1689;1588;
1816011;"Dynów (1)";66;68;34;
1816023;"Błażowa (3)";114;113;96;
1816024;"Błażowa - urban area (4)";32;33;25;
1816025;"Błażowa - rural area (5)";82;80;71;
1816033;"Boguchwała (3)";217;270;213;
1816034;"Boguchwała - urban area (4)";81;77;70;
1816035;"Boguchwała - rural area (5)";136;193;143;
1816042;"Chmielnik (2)";53;58;46;
1816052;"Dynów (2)";74;47;67;
1816063;"Głogów Małopolski (3)";227;191;173;
1816064;"Głogów Małopolski - urban area (4)";111;103;83;
1816065;"Głogów Małopolski - rural area (5)";116;88;90;
1816072;"Hyżne (2)";72;56;53;
1816082;"Kamień (2)";67;71;49;
1816092;"Krasne (2)";151;109;136;
1816102;"Lubenia (2)";67;71;51;
1816113;"Sokołów Małopolski (3)";142;171;142;
1816114;"Sokołów Małopolski - urban area (4)";43;45;30;
1816115;"Sokołów Małopolski - rural area (5)";99;126;112;
1816122;"Świlcza (2)";121;118;152;
1816132;"Trzebownisko (2)";215;235;247;
1816143;"Tyczyn (3)";113;111;129;
1816144;"Tyczyn - urban area (4)";55;50;56;
1816145;"Tyczyn - rural area (5)";58;61;73;
1817000;"Powiat sanocki";981;928;907;
1817011;"Sanok (1)";427;419;383;
1817022;"Besko (2)";43;45;52;
1817032;"Bukowsko (2)";39;26;55;
1817042;"Komańcza (2)";73;56;57;
1817052;"Sanok (2)";141;147;146;
1817062;"Tyrawa Wołoska (2)";30;25;24;
1817073;"Zagórz (3)";138;130;122;
1817074;"Zagórz - urban area (4)";74;66;59;
1817075;"Zagórz - rural area (5)";64;64;63;
1817082;"Zarszyn (2)";90;80;68;
1818000;"Powiat stalowowolski";1410;1338;1341;
1818011;"Stalowa Wola (1)";1016;951;892;
1818022;"Bojanów (2)";60;54;67;
1818032;"Pysznica (2)";84;109;95;
1818042;"Radomyśl nad Sanem (2)";49;60;89;
1818053;"Zaklików (3)";104;92;97;
1818054;"Zaklików - urban area (4)";34;37;29;
1818055;"Zaklików - rural area (5)";70;55;68;
1818062;"Zaleszany (2)";97;72;101;
1819000;"Powiat strzyżowski";634;552;608;
1819012;"Czudec (2)";113;89;107;
1819022;"Frysztak (2)";115;102;87;
1819032;"Niebylec (2)";93;90;78;
1819043;"Strzyżów (3)";219;181;229;
1819044;"Strzyżów - urban area (4)";95;95;113;
1819045;"Strzyżów - rural area (5)";124;86;116;
1819052;"Wiśniowa (2)";94;90;107;
1820000;"Powiat tarnobrzeski";571;437;499;
1820013;"Baranów Sandomierski (3)";147;90;104;
1820014;"Baranów Sandomierski - urban area (4)";21;16;14;
1820015;"Baranów Sandomierski - rural area (5)";126;74;90;
1820022;"Gorzyce (2)";167;114;136;
1820032;"Grębów (2)";69;71;79;
1820043;"Nowa Dęba (3)";188;162;180;
1820044;"Nowa Dęba - urban area (4)";124;109;103;
1820045;"Nowa Dęba - rural area (5)";64;53;77;
1821000;"Powiat leski";309;302;271;
1821012;"Baligród (2)";42;32;34;
1821022;"Cisna (2)";36;23;17;
1821033;"Lesko (3)";110;132;99;
1821034;"Lesko - urban area (4)";56;71;50;
1821035;"Lesko - rural area (5)";54;61;49;
1821042;"Olszanica (2)";55;57;65;
1821052;"Solina (2)";66;58;56;
1861000;"City with powiat status Krosno";531;519;525;
1861011;"Krosno (1)";531;519;525;
1862000;"City with powiat status Przemyśl";698;735;638;
1862011;"Przemyśl (1)";698;735;638;
1863000;"City with powiat status Rzeszów";2153;2126;2108;
1863011;"Rzeszów (1)";2153;2126;2108;
1864000;"City with powiat status Tarnobrzeg";536;464;463;
1864011;"Tarnobrzeg (1)";536;464;463;
2000000;"PODLASKIE";14070;13421;13485;
2001000;"Powiat augustowski";645;569;528;
2001011;"Augustów (1)";247;244;235;
2001022;"Augustów (2)";88;75;57;
2001032;"Bargłów Kościelny (2)";66;69;58;
2001043;"Lipsk (3)";100;71;68;
2001044;"Lipsk - urban area (4)";48;43;40;
2001045;"Lipsk - rural area (5)";52;28;28;
2001052;"Nowinka (2)";41;26;28;
2001062;"Płaska (2)";33;33;34;
2001072;"Sztabin (2)";70;51;48;
2002000;"Powiat białostocki";1783;1734;1820;
2002013;"Choroszcz (3)";180;172;205;
2002014;"Choroszcz - urban area (4)";77;83;78;
2002015;"Choroszcz - rural area (5)";103;89;127;
2002023;"Czarna Białostocka (3)";168;138;147;
2002024;"Czarna Białostocka - urban area (4)";144;116;127;
2002025;"Czarna Białostocka - rural area (5)";24;22;20;
2002032;"Dobrzyniewo Duże (2)";80;88;101;
2002042;"Gródek (2)";49;69;46;
2002052;"Juchnowiec Kościelny (2)";214;246;242;
2002063;"Łapy (3)";272;257;246;
2002064;"Łapy - urban area (4)";188;168;170;
2002065;"Łapy - rural area (5)";84;89;76;
2002073;"Michałowo (3)";80;73;70;
2002074;"Michałowo - urban area (4)";40;32;33;
2002075;"Michałowo - rural area (5)";40;41;37;
2002082;"Poświętne (2)";56;35;45;
2002093;"Supraśl (3)";179;167;197;
2002094;"Supraśl - urban area (4)";51;56;60;
2002095;"Supraśl - rural area (5)";128;111;137;
2002103;"Suraż (3)";17;30;11;
2002104;"Suraż - urban area (4)";5;20;7;
2002105;"Suraż - rural area (5)";12;10;4;
2002112;"Turośń Kościelna (2)";64;47;64;
2002123;"Tykocin (3)";56;54;74;
2002124;"Tykocin - urban area (4)";8;22;24;
2002125;"Tykocin - rural area (5)";48;32;50;
2002133;"Wasilków (3)";253;213;210;
2002134;"Wasilków - urban area (4)";167;148;145;
2002135;"Wasilków - rural area (5)";86;65;65;
2002143;"Zabłudów (3)";92;113;125;
2002144;"Zabłudów - urban area (4)";33;33;44;
2002145;"Zabłudów - rural area (5)";59;80;81;
2002152;"Zawady (2)";23;32;37;
2003000;"Powiat bielski";719;691;634;
2003011;"Bielsk Podlaski (1)";345;362;292;
2003021;"Brańsk (1)";52;55;57;
2003032;"Bielsk Podlaski (2)";59;65;50;
2003042;"Boćki (2)";53;43;42;
2003052;"Brańsk (2)";74;73;64;
2003062;"Orla (2)";42;12;41;
2003072;"Rudka (2)";26;28;30;
2003082;"Wyszki (2)";68;53;58;
2004000;"Powiat grajewski";581;557;532;
2004011;"Grajewo (1)";239;237;241;
2004022;"Grajewo (2)";70;66;73;
2004032;"Radziłów (2)";74;50;64;
2004043;"Rajgród (3)";73;67;51;
2004044;"Rajgród - urban area (4)";19;18;21;
2004045;"Rajgród - rural area (5)";54;49;30;
2004053;"Szczuczyn (3)";84;81;74;
2004054;"Szczuczyn - urban area (4)";48;47;40;
2004055;"Szczuczyn - rural area (5)";36;34;34;
2004062;"Wąsosz (2)";41;56;29;
2005000;"Powiat hajnowski";471;477;470;
2005011;"Hajnówka (1)";203;220;229;
2005022;"Białowieża (2)";36;18;22;
2005032;"Czeremcha (2)";40;29;36;
2005042;"Czyże (2)";15;21;17;
2005052;"Dubicze Cerkiewne (2)";13;21;17;
2005062;"Hajnówka (2)";54;47;47;
2005073;"Kleszczele (3)";32;45;31;
2005074;"Kleszczele - urban area (4)";21;19;19;
2005075;"Kleszczele - rural area (5)";11;26;12;
2005082;"Narew (2)";42;38;29;
2005092;"Narewka (2)";36;38;42;
2006000;"Powiat kolneński";417;475;441;
2006011;"Kolno (1)";113;138;131;
2006022;"Grabowo (2)";27;53;51;
2006032;"Kolno (2)";80;108;85;
2006042;"Mały Płock (2)";51;47;60;
2006053;"Stawiski (3)";100;70;70;
2006054;"Stawiski - urban area (4)";60;17;29;
2006055;"Stawiski - rural area (5)";40;53;41;
2006062;"Turośl (2)";46;59;44;
2007000;"Powiat łomżyński";606;607;588;
2007013;"Jedwabne (3)";66;49;66;
2007014;"Jedwabne - urban area (4)";30;10;27;
2007015;"Jedwabne - rural area (5)";36;39;39;
2007022;"Łomża (2)";118;139;138;
2007032;"Miastkowo (2)";57;50;63;
2007043;"Nowogród (3)";42;51;50;
2007044;"Nowogród - urban area (4)";30;26;25;
2007045;"Nowogród - rural area (5)";12;25;25;
2007052;"Piątnica (2)";132;117;94;
2007062;"Przytuły (2)";21;23;31;
2007072;"Śniadowo (2)";76;68;56;
2007082;"Wizna (2)";50;52;37;
2007092;"Zbójna (2)";44;58;53;
2008000;"Powiat moniecki";517;496;462;
2008013;"Goniądz (3)";90;73;64;
2008014;"Goniądz - urban area (4)";39;32;23;
2008015;"Goniądz - rural area (5)";51;41;41;
2008022;"Jasionówka (2)";28;36;19;
2008032;"Jaświły (2)";48;67;64;
2008043;"Knyszyn (3)";54;42;51;
2008044;"Knyszyn - urban area (4)";22;18;23;
2008045;"Knyszyn - rural area (5)";32;24;28;
2008052;"Krypno (2)";38;38;31;
2008063;"Mońki (3)";219;194;195;
2008064;"Mońki - urban area (4)";139;141;139;
2008065;"Mońki - rural area (5)";80;53;56;
2008072;"Trzcianne (2)";40;46;38;
2009000;"Powiat sejneński";232;250;182;
2009011;"Sejny (1)";63;88;58;
2009022;"Giby (2)";35;42;18;
2009032;"Krasnopol (2)";51;50;38;
2009042;"Puńsk (2)";42;30;35;
2009052;"Sejny (2)";41;40;33;
2010000;"Powiat siemiatycki";577;553;522;
2010011;"Siemiatycze (1)";190;232;190;
2010023;"Drohiczyn (3)";67;49;71;
2010024;"Drohiczyn - urban area (4)";22;15;23;
2010025;"Drohiczyn - rural area (5)";45;34;48;
2010032;"Dziadkowice (2)";49;34;32;
2010042;"Grodzisk (2)";59;47;48;
2010052;"Mielnik (2)";29;17;31;
2010062;"Milejczyce (2)";25;32;23;
2010072;"Nurzec-Stacja (2)";36;31;40;
2010082;"Perlejewo (2)";46;28;27;
2010092;"Siemiatycze (2)";76;83;60;
2011000;"Powiat sokólski";779;766;765;
2011013;"Dąbrowa Białostocka (3)";171;182;160;
2011014;"Dąbrowa Białostocka - urban area (4)";86;106;91;
2011015;"Dąbrowa Białostocka - rural area (5)";85;76;69;
2011022;"Janów (2)";48;44;34;
2011032;"Korycin (2)";22;30;31;
2011043;"Krynki (3)";25;28;42;
2011044;"Krynki - urban area (4)";20;18;34;
2011045;"Krynki - rural area (5)";5;10;8;
2011052;"Kuźnica (2)";40;38;49;
2011062;"Nowy Dwór (2)";37;32;31;
2011072;"Sidra (2)";60;36;32;
2011083;"Sokółka (3)";272;288;266;
2011084;"Sokółka - urban area (4)";204;216;189;
2011085;"Sokółka - rural area (5)";68;72;77;
2011093;"Suchowola (3)";70;59;86;
2011094;"Suchowola - urban area (4)";36;20;37;
2011095;"Suchowola - rural area (5)";34;39;49;
2011102;"Szudziałowo (2)";34;29;34;
2012000;"Powiat suwalski";589;504;506;
2012012;"Bakałarzewo (2)";63;40;53;
2012022;"Filipów (2)";54;48;48;
2012032;"Jeleniewo (2)";67;51;43;
2012042;"Przerośl (2)";53;45;36;
2012052;"Raczki (2)";79;54;70;
2012062;"Rutka-Tartak (2)";41;29;31;
2012072;"Suwałki (2)";125;130;121;
2012082;"Szypliszki (2)";59;73;65;
2012092;"Wiżajny (2)";48;34;39;
2013000;"Powiat wysokomazowiecki";736;646;716;
2013011;"Wysokie Mazowieckie (1)";144;124;119;
2013023;"Ciechanowiec (3)";109;105;115;
2013024;"Ciechanowiec - urban area (4)";60;61;60;
2013025;"Ciechanowiec - rural area (5)";49;44;55;
2013033;"Czyżew (3)";71;80;101;
2013034;"Czyżew - urban area (4)";41;40;27;
2013035;"Czyżew - rural area (5)";30;40;74;
2013042;"Klukowo (2)";51;53;58;
2013052;"Kobylin-Borzymy (2)";35;23;31;
2013062;"Kulesze Kościelne (2)";52;26;43;
2013072;"Nowe Piekuty (2)";42;37;39;
2013082;"Sokoły (2)";82;56;65;
2013093;"Szepietowo (3)";76;85;91;
2013094;"Szepietowo - urban area (4)";25;27;22;
2013095;"Szepietowo - rural area (5)";51;58;69;
2013102;"Wysokie Mazowieckie (2)";74;57;54;
2014000;"Powiat zambrowski";564;474;512;
2014011;"Zambrów (1)";304;251;251;
2014022;"Kołaki Kościelne (2)";26;34;40;
2014032;"Rutki (2)";82;55;72;
2014042;"Szumowo (2)";41;56;47;
2014052;"Zambrów (2)";111;78;102;
2061000;"City with powiat status Białystok";3275;3174;3329;
2061011;"Białystok (1)";3275;3174;3329;
2062000;"City with powiat status Łomża";820;766;736;
2062011;"Łomża (1)";820;766;736;
2063000;"City with powiat status Suwałki";759;682;742;
2063011;"Suwałki (1)";759;682;742;
2200000;"POMORSKIE";28403;27625;27628;
2201000;"Powiat bytowski";1123;1014;923;
2201012;"Borzytuchom (2)";27;34;34;
2201023;"Bytów (3)";368;393;316;
2201024;"Bytów - urban area (4)";265;275;227;
2201025;"Bytów - rural area (5)";103;118;89;
2201032;"Czarna Dąbrówka (2)";106;78;61;
2201042;"Kołczygłowy (2)";71;55;51;
2201052;"Lipnica (2)";46;54;25;
2201063;"Miastko (3)";278;221;238;
2201064;"Miastko - urban area (4)";136;128;133;
2201065;"Miastko - rural area (5)";142;93;105;
2201072;"Parchowo (2)";40;44;58;
2201082;"Studzienice (2)";76;56;55;
2201092;"Trzebielino (2)";67;40;44;
2201102;"Tuchomie (2)";44;39;41;
2202000;"Powiat chojnicki";1139;1199;1049;
2202011;"Chojnice (1)";516;517;425;
2202023;"Brusy (3)";162;187;176;
2202024;"Brusy - urban area (4)";74;75;63;
2202025;"Brusy - rural area (5)";88;112;113;
2202032;"Chojnice (2)";189;225;204;
2202043;"Czersk (3)";242;248;222;
2202044;"Czersk - urban area (4)";104;109;118;
2202045;"Czersk - rural area (5)";138;139;104;
2202052;"Konarzyny (2)";30;22;22;
2203000;"Powiat człuchowski";756;751;625;
2203011;"Człuchów (1)";150;180;159;
2203023;"Czarne (3)";156;114;136;
2203024;"Czarne - urban area (4)";103;73;79;
2203025;"Czarne - rural area (5)";53;41;57;
2203032;"Człuchów (2)";116;137;102;
2203043;"Debrzno (3)";173;152;105;
2203044;"Debrzno - urban area (4)";88;83;66;
2203045;"Debrzno - rural area (5)";85;69;39;
2203052;"Koczała (2)";33;48;26;
2203062;"Przechlewo (2)";64;71;55;
2203072;"Rzeczenica (2)";64;49;42;
2204000;"Powiat gdański";1634;1505;1660;
2204011;"Pruszcz Gdański (1)";437;381;502;
2204022;"Cedry Wielkie (2)";65;83;63;
2204032;"Kolbudy (2)";260;233;272;
2204042;"Pruszcz Gdański (2)";540;526;508;
2204052;"Przywidz (2)";65;46;60;
2204062;"Pszczółki (2)";109;96;89;
2204072;"Suchy Dąb (2)";40;48;61;
2204082;"Trąbki Wielkie (2)";118;92;105;
2205000;"Powiat kartuski";1489;1557;1525;
2205012;"Chmielno (2)";60;93;74;
2205023;"Kartuzy (3)";426;428;374;
2205024;"Kartuzy - urban area (4)";249;217;187;
2205025;"Kartuzy - rural area (5)";177;211;187;
2205032;"Przodkowo (2)";88;95;93;
2205042;"Sierakowice (2)";150;157;136;
2205052;"Somonino (2)";80;97;91;
2205062;"Stężyca (2)";101;138;96;
2205072;"Sulęczyno (2)";81;68;66;
2205083;"Żukowo (3)";503;481;595;
2205084;"Żukowo - urban area (4)";106;95;110;
2205085;"Żukowo - rural area (5)";397;386;485;
2206000;"Powiat kościerski";782;811;794;
2206011;"Kościerzyna (1)";258;256;312;
2206022;"Dziemiany (2)";37;46;35;
2206032;"Karsin (2)";68;76;39;
2206042;"Kościerzyna (2)";199;198;190;
2206052;"Liniewo (2)";55;60;64;
2206062;"Lipusz (2)";25;30;57;
2206072;"Nowa Karczma (2)";79;70;58;
2206082;"Stara Kiszewa (2)";61;75;39;
2207000;"Powiat kwidzyński";1015;982;860;
2207011;"Kwidzyn (1)";479;411;385;
2207022;"Gardeja (2)";86;88;82;
2207032;"Kwidzyn (2)";140;148;118;
2207043;"Prabuty (3)";182;199;155;
2207044;"Prabuty - urban area (4)";97;122;87;
2207045;"Prabuty - rural area (5)";85;77;68;
2207052;"Ryjewo (2)";65;57;61;
2207062;"Sadlinki (2)";63;79;59;
2208000;"Powiat lęborski";833;870;854;
2208011;"Lębork (1)";412;434;413;
2208021;"Łeba (1)";72;50;78;
2208032;"Cewice (2)";95;109;97;
2208042;"Nowa Wieś Lęborska (2)";172;193;180;
2208052;"Wicko (2)";82;84;86;
2209000;"Powiat malborski";842;834;767;
2209011;"Malbork (1)";478;462;452;
2209032;"Lichnowy (2)";58;53;76;
2209042;"Malbork (2)";70;94;70;
2209062;"Miłoradz (2)";47;49;40;
2209073;"Nowy Staw (3)";121;102;97;
2209074;"Nowy Staw - urban area (4)";67;54;60;
2209075;"Nowy Staw - rural area (5)";54;48;37;
2209082;"Stare Pole (2)";68;74;32;
2210000;"Powiat nowodworski";465;387;370;
2210011;"Krynica Morska (1)";18;13;22;
2210023;"Nowy Dwór Gdański (3)";237;181;165;
2210024;"Nowy Dwór Gdański - urban area (4)";137;85;85;
2210025;"Nowy Dwór Gdański - rural area (5)";100;96;80;
2210032;"Ostaszewo (2)";48;37;38;
2210042;"Stegna (2)";121;106;106;
2210052;"Sztutowo (2)";41;50;39;
2211000;"Powiat pucki";960;1055;1056;
2211011;"Hel (1)";71;58;54;
2211023;"Jastarnia (3)";31;30;47;
2211024;"Jastarnia - urban area (4)";14;21;30;
2211025;"Jastarnia - rural area (5)";17;9;17;
2211031;"Puck (1)";159;160;161;
2211043;"Władysławowo (3)";220;231;214;
2211044;"Władysławowo - urban area (4)";150;156;142;
2211045;"Władysławowo - rural area (5)";70;75;72;
2211052;"Kosakowo (2)";228;247;272;
2211062;"Krokowa (2)";76;105;116;
2211072;"Puck (2)";175;224;192;
2212000;"Powiat słupski";1542;1546;1417;
2212011;"Ustka (1)";242;248;244;
2212022;"Damnica (2)";123;88;87;
2212032;"Dębnica Kaszubska (2)";158;160;139;
2212042;"Główczyce (2)";155;147;81;
2212053;"Kępice (3)";138;167;127;
2212054;"Kępice - urban area (4)";57;69;51;
2212055;"Kępice - rural area (5)";81;98;76;
2212062;"Kobylnica (2)";206;200;186;
2212072;"Potęgowo (2)";85;91;97;
2212082;"Redzikowo (2)";281;254;294;
2212092;"Smołdzino (2)";38;39;40;
2212102;"Ustka (2)";116;152;122;
2213000;"Powiat starogardzki";1525;1398;1465;
2213013;"Czarna Woda (3)";53;37;40;
2213014;"Czarna Woda - urban area (4)";49;28;36;
2213015;"Czarna Woda - rural area (5)";4;9;4;
2213021;"Skórcz (1)";45;57;50;
2213031;"Starogard Gdański (1)";540;448;542;
2213042;"Bobowo (2)";32;25;45;
2213052;"Kaliska (2)";82;47;33;
2213062;"Lubichowo (2)";59;55;77;
2213072;"Osieczna (2)";35;30;23;
2213082;"Osiek (2)";21;20;30;
2213093;"Skarszewy (3)";219;220;195;
2213094;"Skarszewy - urban area (4)";117;152;107;
2213095;"Skarszewy - rural area (5)";102;68;88;
2213102;"Skórcz (2)";30;46;58;
2213112;"Smętowo Graniczne (2)";58;63;42;
2213122;"Starogard Gdański (2)";254;246;238;
2213132;"Zblewo (2)";97;104;92;
2214000;"Powiat tczewski";1305;1367;1401;
2214011;"Tczew (1)";635;654;698;
2214023;"Gniew (3)";213;174;197;
2214024;"Gniew - urban area (4)";94;63;79;
2214025;"Gniew - rural area (5)";119;111;118;
2214032;"Morzeszczyn (2)";40;47;47;
2214043;"Pelplin (3)";199;239;205;
2214044;"Pelplin - urban area (4)";92;122;102;
2214045;"Pelplin - rural area (5)";107;117;103;
2214052;"Subkowy (2)";49;73;64;
2214062;"Tczew (2)";169;180;190;
2215000;"Powiat wejherowski";2883;2817;2797;
2215011;"Reda (1)";438;452;509;
2215021;"Rumia (1)";689;562;657;
2215031;"Wejherowo (1)";783;800;710;
2215042;"Choczewo (2)";80;72;65;
2215052;"Gniewino (2)";98;90;72;
2215062;"Linia (2)";59;81;63;
2215072;"Luzino (2)";148;179;141;
2215082;"Łęczyce (2)";108;106;129;
2215092;"Szemud (2)";189;187;180;
2215102;"Wejherowo (2)";291;288;271;
2216000;"Powiat sztumski";601;594;496;
2216013;"Dzierzgoń (3)";156;143;116;
2216014;"Dzierzgoń - urban area (4)";75;77;72;
2216015;"Dzierzgoń - rural area (5)";81;66;44;
2216022;"Mikołajki Pomorskie (2)";43;55;44;
2216032;"Stary Dzierzgoń (2)";48;43;46;
2216042;"Stary Targ (2)";87;70;44;
2216053;"Sztum (3)";267;283;246;
2216054;"Sztum - urban area (4)";138;157;130;
2216055;"Sztum - rural area (5)";129;126;116;
2261000;"City with powiat status Gdańsk";4552;4303;4609;
2261011;"Gdańsk (1)";4552;4303;4609;
2262000;"City with powiat status Gdynia";3049;2933;3109;
2262011;"Gdynia (1)";3049;2933;3109;
2263000;"City with powiat status Słupsk";1351;1185;1316;
2263011;"Słupsk (1)";1351;1185;1316;
2264000;"City with powiat status Sopot";557;517;535;
2264011;"Sopot (1)";557;517;535;
2400000;"ŚLĄSKIE";48288;44731;43996;
2401000;"Powiat będziński";1673;1600;1605;
2401011;"Będzin (1)";747;643;613;
2401021;"Czeladź (1)";367;316;348;
2401031;"Wojkowice (1)";122;132;113;
2401042;"Bobrowniki (2)";119;138;134;
2401052;"Mierzęcice (2)";65;65;75;
2401062;"Psary (2)";105;113;121;
2401073;"Siewierz (3)";96;127;148;
2401074;"Siewierz - urban area (4)";53;59;70;
2401075;"Siewierz - rural area (5)";43;68;78;
2401081;"Sławków (1)";52;66;53;
2402000;"Powiat bielski";1687;1524;1555;
2402011;"Szczyrk (1)";61;82;82;
2402022;"Bestwina (2)";121;106;105;
2402032;"Buczkowice (2)";105;93;98;
2402043;"Czechowice-Dziedzice (3)";492;462;479;
2402044;"Czechowice-Dziedzice - urban area (4)";402;383;384;
2402045;"Czechowice-Dziedzice - rural area (5)";90;79;95;
2402052;"Jasienica (2)";244;210;213;
2402062;"Jaworze (2)";89;79;85;
2402072;"Kozy (2)";145;135;126;
2402082;"Porąbka (2)";129;135;88;
2402093;"Wilamowice (3)";165;116;150;
2402094;"Wilamowice - urban area (4)";23;18;36;
2402095;"Wilamowice - rural area (5)";142;98;114;
2402102;"Wilkowice (2)";136;106;129;
2403000;"Powiat cieszyński";1899;1754;1716;
2403011;"Cieszyn (1)";390;344;345;
2403021;"Ustroń (1)";160;146;202;
2403031;"Wisła (1)";100;128;68;
2403042;"Brenna (2)";130;68;84;
2403052;"Chybie (2)";63;101;70;
2403062;"Dębowiec (2)";65;65;48;
2403072;"Goleszów (2)";158;115;111;
2403082;"Hażlach (2)";128;131;135;
2403092;"Istebna (2)";73;82;95;
2403103;"Skoczów (3)";289;276;280;
2403104;"Skoczów - urban area (4)";176;170;175;
2403105;"Skoczów - rural area (5)";113;106;105;
2403113;"Strumień (3)";163;156;131;
2403114;"Strumień - urban area (4)";75;45;48;
2403115;"Strumień - rural area (5)";88;111;83;
2403122;"Zebrzydowice (2)";180;142;147;
2404000;"Powiat częstochowski";1216;1303;1274;
2404013;"Blachownia (3)";122;120;162;
2404014;"Blachownia - urban area (4)";92;90;121;
2404015;"Blachownia - rural area (5)";30;30;41;
2404022;"Dąbrowa Zielona (2)";42;24;25;
2404032;"Janów (2)";44;46;57;
2404042;"Kamienica Polska (2)";46;71;64;
2404052;"Kłomnice (2)";104;114;95;
2404063;"Koniecpol (3)";109;96;114;
2404064;"Koniecpol - urban area (4)";77;68;75;
2404065;"Koniecpol - rural area (5)";32;28;39;
2404072;"Konopiska (2)";67;78;84;
2404082;"Kruszyna (2)";49;44;44;
2404092;"Lelów (2)";53;63;69;
2404102;"Mstów (2)";84;95;106;
2404112;"Mykanów (2)";144;147;109;
2404122;"Olsztyn (2)";71;;;
2404123;"Olsztyn (3)";;99;76;
2404124;"Olsztyn - urban area (4)";;33;26;
2404125;"Olsztyn - rural area (5)";;66;50;
2404132;"Poczesna (2)";110;113;118;
2404142;"Przyrów (2)";41;51;38;
